Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-03-22;138023;238;194;81,5126050420168;44;18,4873949579832;121;69;135;6697
2021-03-23;143047;201;174;86,5671641791045;27;13,4328358208955;113;59;137;6503
2021-03-24;124820;200;160;80;40;20;111;46;140;6401
2021-03-25;149737;236;178;75,4237288135593;58;24,5762711864407;124;51;143;7163
2021-03-26;135436;180;145;80,5555555555556;35;19,4444444444444;98;44;125;6164
2021-03-27;67596;164;136;82,9268292682927;28;17,0731707317073;103;32;91;4332
2021-03-28;65629;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;108110;260;226;86,9230769230769;34;13,0769230769231;153;72;149;6731
2021-03-30;117394;245;202;82,4489795918367;43;17,5510204081633;142;57;126;6305
2021-03-31;96470;147;129;87,7551020408163;18;12,2448979591837;89;39;65;4682
2021-04-01;105030;206;179;86,8932038834952;27;13,1067961165049;120;55;127;6198
2021-04-02;98416;202;172;85,1485148514852;30;14,8514851485149;109;58;84;6576
2021-04-03;85056;191;165;86,3874345549738;26;13,6125654450262;99;60;78;5867
2021-04-04;100780;167;149;89,2215568862276;18;10,7784431137725;93;53;107;6539
2021-04-05;199310;286;252;88,1118881118881;34;11,8881118881119;135;111;116;11799
2021-04-06;217864;288;253;87,8472222222222;35;12,1527777777778;145;103;122;11234
2021-04-07;194007;266;232;87,218045112782;34;12,781954887218;128;102;145;9932
2021-04-08;238125;266;224;84,2105263157895;42;15,7894736842105;146;73;158;11983
2021-04-09;193466;208;180;86,5384615384616;28;13,4615384615385;113;65;83;9767
2021-04-10;94290;155;133;85,8064516129032;22;14,1935483870968;87;45;94;5273
2021-04-11;165452;214;191;89,2523364485981;23;10,7476635514019;112;77;104;8786
2021-04-12;280521;307;272;88,599348534202;35;11,400651465798;151;118;170;13516
2021-04-13;228709;256;225;87,890625;31;12,109375;123;101;151;10593
2021-04-14;213986;250;209;83,6;41;16,4;130;78;154;10369
2021-04-15;258171;320;267;83,4375;53;16,5625;157;104;144;13373
2021-04-16;205772;249;200;80,3212851405623;49;19,6787148594378;110;88;135;10601
2021-04-17;78318;157;131;83,4394904458599;26;16,5605095541401;93;38;97;4665
2021-04-18;151355;265;247;93,2075471698113;18;6,79245283018868;155;89;152;7943
2021-04-19;288682;316;276;87,3417721518987;40;12,6582278481013;151;122;166;12103
2021-04-20;259346;293;262;89,419795221843;31;10,580204778157;147;110;144;11790
2021-04-21;275510;282;257;91,1347517730496;25;8,86524822695036;136;119;150;14054
2021-04-22;344333;262;239;91,2213740458015;23;8,77862595419847;114;123;124;16179
2021-04-23;304485;236;212;89,8305084745763;24;10,1694915254237;110;100;113;13703
2021-04-24;169173;197;168;85,2791878172589;29;14,7208121827411;90;77;118;8812
2021-04-25;205591;217;196;90,3225806451613;21;9,67741935483871;112;83;159;10438
2021-04-26;376048;389;366;94,0874035989717;23;5,91259640102828;180;182;207;16240
2021-04-27;299070;328;304;92,6829268292683;24;7,31707317073171;174;127;217;15004
2021-04-28;301667;316;288;91,1392405063291;28;8,86075949367089;174;112;194;15868
2021-04-29;420226;385;346;89,8701298701299;39;10,1298701298701;206;135;223;20214
2021-04-30;232204;261;231;88,5057471264368;30;11,4942528735632;123;104;154;12020
2021-05-01;190678;236;215;91,1016949152542;21;8,89830508474576;132;80;171;10771
2021-05-02;236654;270;245;90,7407407407407;25;9,25925925925926;168;71;266;13126
2021-05-03;374816;368;339;92,1195652173913;29;7,8804347826087;219;113;307;18806
2021-05-04;296369;372;348;93,5483870967742;24;6,45161290322581;243;99;299;16479
2021-05-05;335219;345;317;91,8840579710145;28;8,11594202898551;202;108;271;20008
2021-05-06;458294;356;326;91,5730337078652;30;8,42696629213483;203;119;265;24195
2021-05-07;416751;388;356;91,7525773195876;32;8,24742268041237;191;156;223;21735
2021-05-08;247879;265;248;93,5849056603774;17;6,41509433962264;160;83;187;15457
2021-05-09;276924;299;278;92,9765886287625;21;7,02341137123746;170;105;300;17846
2021-05-10;502918;481;454;94,3866943866944;27;5,61330561330561;285;163;432;30415
2021-05-11;402498;495;453;91,5151515151515;42;8,48484848484849;305;141;337;26634
2021-05-12;435202;528;492;93,1818181818182;36;6,81818181818182;308;175;284;27924
2021-05-13;303040;401;364;90,7730673316708;37;9,22693266832918;210;147;189;17222
2021-05-14;332230;406;371;91,3793103448276;35;8,62068965517242;219;148;244;18777
2021-05-15;270498;348;305;87,6436781609195;43;12,3563218390805;187;115;233;18255
2021-05-16;313290;422;383;90,7582938388626;39;9,24170616113744;262;115;276;19958
2021-05-17;507435;500;473;94,6;27;5,4;283;178;414;27296
2021-05-18;403034;437;411;94,0503432494279;26;5,94965675057208;257;146;336;22921
2021-05-19;400525;404;365;90,3465346534654;39;9,65346534653465;246;111;290;25086
2021-05-20;497764;494;455;92,1052631578947;39;7,89473684210526;280;170;279;26799
2021-05-21;479038;422;393;93,1279620853081;29;6,87203791469194;218;167;246;24324
2021-05-22;270666;317;297;93,6908517350158;20;6,30914826498423;188;106;189;14821
2021-05-23;257895;264;251;95,0757575757576;13;4,92424242424242;168;80;231;17032
2021-05-24;340988;345;318;92,1739130434783;27;7,82608695652174;197;113;356;21109
2021-05-25;506324;511;477;93,3463796477495;34;6,65362035225049;303;169;456;27780
2021-05-26;366496;441;415;94,1043083900227;26;5,89569160997732;254;157;358;23196
2021-05-27;489007;493;460;93,3062880324544;33;6,69371196754564;263;192;264;24570
2021-05-28;501558;438;406;92,6940639269406;32;7,30593607305936;227;173;303;22538
2021-05-29;227874;322;293;90,9937888198758;29;9,00621118012422;190;99;231;13358
2021-05-30;266049;361;336;93,0747922437673;25;6,92520775623269;236;94;286;15856
2021-05-31;490064;521;489;93,8579654510557;32;6,14203454894434;298;179;399;24867
2021-06-01;378064;414;381;92,0289855072464;33;7,97101449275362;254;122;313;21780
2021-06-02;354998;407;378;92,8746928746929;29;7,12530712530713;239;132;240;22058
2021-06-03;463515;411;373;90,7542579075426;38;9,24574209245742;239;130;183;22090
2021-06-04;443393;405;370;91,358024691358;35;8,64197530864198;208;153;191;18944
2021-06-05;217922;272;244;89,7058823529412;28;10,2941176470588;154;87;137;11608
2021-06-06;250714;294;276;93,8775510204082;18;6,12244897959184;184;88;143;13378
2021-06-07;446729;354;324;91,5254237288136;30;8,47457627118644;182;137;174;18596
2021-06-08;347003;291;265;91,0652920962199;26;8,93470790378007;149;114;148;16160
2021-06-09;315824;289;266;92,0415224913495;23;7,95847750865052;144;119;94;15067
2021-06-10;418307;257;233;90,6614785992218;24;9,33852140077821;110;117;85;14504
2021-06-11;410739;254;220;86,6141732283465;34;13,3858267716535;106;113;78;13389
2021-06-12;210927;142;129;90,8450704225352;13;9,15492957746479;60;69;34;8169
2021-06-13;222616;157;146;92,9936305732484;11;7,00636942675159;75;69;61;9212
2021-06-14;392409;228;211;92,5438596491228;17;7,45614035087719;103;106;89;13259
2021-06-15;316052;191;179;93,717277486911;12;6,28272251308901;84;93;88;11670
2021-06-16;289793;197;177;89,8477157360406;20;10,1522842639594;76;100;71;11106
2021-06-17;353311;146;131;89,7260273972603;15;10,2739726027397;64;66;51;10868
2021-06-18;343945;165;155;93,9393939393939;10;6,06060606060606;64;90;49;10618
2021-06-19;182161;118;106;89,8305084745763;12;10,1694915254237;56;47;47;6660
2021-06-20;221989;144;135;93,75;9;6,25;61;73;53;7963
2021-06-21;383259;175;165;94,2857142857143;10;5,71428571428571;74;88;75;12431
2021-06-22;266060;158;148;93,6708860759494;10;6,32911392405063;58;89;57;10994
2021-06-23;82509;57;55;96,4912280701754;2;3,50877192982456;22;32;21;4439
2021-06-24;323333;155;149;96,1290322580645;6;3,87096774193548;79;68;72;13476
2021-06-25;305655;134;115;85,8208955223881;19;14,1791044776119;49;63;49;11902
2021-06-26;174880;99;91;91,9191919191919;8;8,08080808080808;49;41;66;8321
2021-06-27;165389;103;97;94,1747572815534;6;5,8252427184466;50;47;75;8616
2021-06-28;222362;161;151;93,7888198757764;10;6,2111801242236;94;56;172;12353
2021-06-29;183166;183;176;96,1748633879781;7;3,82513661202186;119;56;209;14269
2021-06-30;198221;208;197;94,7115384615384;11;5,28846153846154;145;51;142;17092
2021-07-01;218432;172;162;94,1860465116279;10;5,81395348837209;112;50;104;16356
2021-07-02;234645;213;193;90,6103286384977;20;9,38967136150235;130;59;134;16200
2021-07-03;169571;186;167;89,7849462365591;19;10,2150537634409;121;43;133;13544
2021-07-04;139702;161;148;91,9254658385093;13;8,07453416149068;103;44;149;12845
2021-07-05;183414;212;191;90,0943396226415;21;9,90566037735849;130;58;223;15317
2021-07-06;165858;238;217;91,1764705882353;21;8,82352941176471;175;37;261;15349
2021-07-07;175273;275;249;90,5454545454545;26;9,45454545454546;198;47;189;17653
2021-07-08;156066;231;208;90,0432900432901;23;9,95670995670996;168;38;184;15720
2021-07-09;194149;293;271;92,4914675767918;22;7,50853242320819;206;61;232;16492
2021-07-10;154061;290;269;92,7586206896552;21;7,24137931034483;226;36;321;13183
2021-07-11;124965;365;338;92,6027397260274;27;7,3972602739726;308;28;302;12446
2021-07-12;147529;456;428;93,859649122807;28;6,14035087719298;388;36;359;14255
2021-07-13;131970;492;448;91,0569105691057;44;8,94308943089431;390;48;390;14216
2021-07-14;122629;446;413;92,6008968609866;33;7,39910313901345;370;36;273;13986
2021-07-15;135658;425;390;91,764705882353;35;8,23529411764706;350;37;191;14408
2021-07-16;156143;402;357;88,8059701492538;45;11,1940298507463;311;38;159;14410
2021-07-17;125676;341;306;89,7360703812317;35;10,2639296187683;267;33;152;11803
2021-07-18;122321;310;275;88,7096774193548;35;11,2903225806452;230;38;166;11821
2021-07-19;139092;384;350;91,1458333333333;34;8,85416666666667;295;44;247;12166
2021-07-20;128645;329;301;91,4893617021277;28;8,51063829787234;254;36;177;10492
2021-07-21;120571;295;257;87,1186440677966;38;12,8813559322034;213;43;182;10353
2021-07-22;121681;281;239;85,0533807829182;42;14,9466192170819;207;24;150;9812
2021-07-23;134813;336;291;86,6071428571429;45;13,3928571428571;253;30;165;10239
2021-07-24;104225;297;264;88,8888888888889;33;11,1111111111111;217;36;168;8309
2021-07-25;102774;349;327;93,6962750716332;22;6,30372492836676;294;27;207;9953
2021-07-26;116442;428;395;92,2897196261682;33;7,71028037383178;344;38;312;10334
2021-07-27;100605;417;375;89,9280575539568;42;10,0719424460432;331;36;240;9033
2021-07-28;99777;394;361;91,6243654822335;33;8,3756345177665;329;23;206;8986
2021-07-29;106498;377;337;89,3899204244032;40;10,6100795755968;300;33;178;8667
2021-07-30;124162;355;321;90,4225352112676;34;9,57746478873239;278;36;158;8815
