Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.615.529; 148.071;   7.852;   1.349
Sjælland; 676.690;  41.124;   2.697;     406
Syddanmark;1.009.431;  43.548;   1.901;     226
Midtjylland;1.103.626;  56.111;   2.355;     362
Nordjylland; 509.723;  23.063;   1.022;     191
